voltage,current
-0.5,-8.850935236812723e-07
-0.4898989898989899,-9.729430595200611e-07
-0.4797979797979798,-9.976346059398612e-07
-0.4696969696969697,-8.926148826254172e-07
-0.4595959595959596,-9.6276726382787e-07
-0.4494949494949495,-9.943294421071812e-07
-0.4393939393939394,-9.191174101967556e-07
-0.4292929292929293,-9.780863511607412e-07
-0.4191919191919191,-9.067784023252664e-07
-0.409090909090909,-1.0327200146193357e-06
-0.398989898989899,-1.1273624277743054e-06
-0.3888888888888889,-9.343994684847272e-07
-0.3787878787878788,-9.845271173837869e-07
-0.3686868686868687,-8.586751644194965e-07
-0.3585858585858585,-1.0378798983269926e-06
-0.3484848484848485,-9.806634461607471e-07
-0.3383838383838383,-8.557943472075798e-07
-0.3282828282828283,-1.0380135144606935e-06
-0.3181818181818182,-9.85773578061281e-07
-0.308080808080808,-1.0338792353384876e-06
-0.2979797979797979,-9.821468605301302e-07
-0.2878787878787878,-9.978449953412595e-07
-0.2777777777777778,-1.0898957387140224e-06
-0.2676767676767676,-9.5747040966905e-07
-0.2575757575757575,-9.464893535860213e-07
-0.2474747474747474,-8.574304705669398e-07
-0.2373737373737373,-8.135175357073542e-07
-0.2272727272727272,-7.683654477342639e-07
-0.2171717171717171,-6.630067780677733e-07
-0.207070707070707,-6.053642532705671e-07
-0.1969696969696969,-6.78274678743445e-07
-0.1868686868686868,-6.216418675438023e-07
-0.1767676767676767,-6.355072311279682e-07
-0.1666666666666666,-5.37031419447425e-07
-0.1565656565656565,-7.008430195394795e-07
-0.1464646464646464,-5.879283158281796e-07
-0.1363636363636363,-5.033627807638203e-07
-0.1262626262626262,-4.2660361029204027e-07
-0.1161616161616161,-3.6343215879023236e-07
-0.106060606060606,-3.2949904097871755e-07
-0.0959595959595959,-2.001682543543358e-07
-0.0858585858585858,-3.4457608031827665e-07
-0.0757575757575757,-4.288621063801764e-07
-0.0656565656565656,-3.3796560228916427e-07
-0.0555555555555555,-1.660851756489053e-07
-0.0454545454545454,-1.214738832752671e-07
-0.0353535353535353,-1.542107371815012e-07
-0.0252525252525251,1.3610931525478099e-08
-0.0151515151515151,4.01702182634842e-08
-0.005050505050505,9.147569214384189e-08
0.005050505050505,1.1519778496016229e-07
0.0151515151515152,-5.09905031248727e-08
0.0252525252525253,-9.19253848888864e-08
0.0353535353535353,3.7338392737477295e-08
0.0454545454545455,2.84917763452945e-07
0.0555555555555555,2.7362344822596277e-07
0.0656565656565657,3.212733204353518e-07
0.0757575757575758,3.792454828906687e-07
0.0858585858585858,4.6818800370918736e-07
0.095959595959596,4.1449782870898846e-07
0.106060606060606,3.092599601470325e-07
0.1161616161616162,3.6099880478716166e-07
0.1262626262626263,3.974810183769321e-07
0.1363636363636364,4.649474568086876e-07
0.1464646464646465,5.235963174093534e-07
0.1565656565656565,4.28399728303709e-07
0.1666666666666667,6.275463414737982e-07
0.1767676767676768,5.493630941408731e-07
0.1868686868686869,5.497070790608699e-07
0.196969696969697,6.253818480576659e-07
0.2070707070707071,6.751330848702246e-07
0.2171717171717172,7.777375688868361e-07
0.2272727272727273,7.712828361595841e-07
0.2373737373737374,7.818771151514207e-07
0.2474747474747475,6.825743233538522e-07
0.2575757575757577,8.792495154570264e-07
0.2676767676767677,8.466899694555003e-07
0.2777777777777778,7.514100347237258e-07
0.2878787878787879,8.755610379120488e-07
0.297979797979798,7.967534255837693e-07
0.3080808080808082,9.282013453741552e-07
0.3181818181818182,9.893542953058595e-07
0.3282828282828284,9.005181144951638e-07
0.3383838383838384,1.1339030766161883e-06
0.3484848484848485,1.0151390432755924e-06
0.3585858585858587,1.0942911164788008e-06
0.3686868686868687,1.1110302257501164e-06
0.3787878787878789,1.1291787934035436e-06
0.3888888888888889,9.024954304563687e-07
0.3989898989898991,1.0702385416151216e-06
0.4090909090909091,1.114567382466631e-06
0.4191919191919192,9.78550549077242e-07
0.4292929292929294,9.732805519376563e-07
0.4393939393939394,9.26989144661316e-07
0.4494949494949496,8.754665345903741e-07
0.4595959595959596,7.327378920991979e-07
0.4696969696969697,1.1395644230528789e-06
0.4797979797979799,8.728502318612518e-07
0.4898989898989899,8.818839522913717e-07
0.5,6.862486303966362e-07
