voltage,current
-0.5,-4.019985219846674
-0.4949748743718593,-3.9899267358730963
-0.4899497487437186,-3.9267135038121044
-0.4849246231155779,-2.888581623360511
-0.4798994974874372,-2.947164060914715
-0.4748743718592965,-2.5014777633292438
-0.46984924623115576,-2.239562648343843
-0.4648241206030151,-2.109004079039389
-0.45979899497487436,-1.8856873957294884
-0.4547738693467337,-1.9209988000455973
-0.44974874371859297,-1.704709987262024
-0.44472361809045224,-1.3609586405801815
-0.4396984924623116,-1.3878570034712898
-0.43467336683417085,-1.291872397780619
-0.4296482412060302,-1.161900465938763
-0.42462311557788945,-0.9163891427151467
-0.41959798994974873,-0.9273486732985152
-0.41457286432160806,-0.7686177410095648
-0.40954773869346733,-0.7260181647336822
-0.40452261306532666,-0.7047268258136393
-0.39949748743718594,-0.5762435283567371
-0.3944723618090452,-0.5687228105376824
-0.3894472361809045,-0.5008322510973681
-0.3844221105527638,-0.4695280870498552
-0.37939698492462315,-0.40138043825659153
-0.3743718592964824,-0.4025675718596721
-0.3693467336683417,-0.3470793804973254
-0.364321608040201,-0.2776486860516829
-0.3592964824120603,-0.26971137449027915
-0.35427135678391963,-0.24720496549452886
-0.3492462311557789,-0.2270120134051949
-0.3442211055276382,-0.20324931822535375
-0.33919597989949746,-0.17974553785448932
-0.3341708542713568,-0.16382848370975195
-0.3291457286432161,-0.16224426910241888
-0.3241206030150754,-0.13749227163212277
-0.31909547738693467,-0.13197395317600483
-0.31407035175879394,-0.12261066015756639
-0.30904522613065327,-0.11020192039695888
-0.30402010050251255,-0.09437707830124874
-0.2989949748743719,-0.08086330117106968
-0.29396984924623115,-0.07614845389589546
-0.2889447236180904,-0.0760249222554395
-0.28391959798994976,-0.0629499165501507
-0.27889447236180903,-0.05746235164525617
-0.27386934673366836,-0.055770307418162
-0.26884422110552764,-0.04842832537344037
-0.2638190954773869,-0.04389500927729414
-0.25879396984924624,-0.04278616844667908
-0.2537688442211055,-0.03686253604855846
-0.24874371859296485,-0.034100737326845244
-0.24371859296482412,-0.02914071441413838
-0.2386934673366834,-0.02629979231162401
-0.23366834170854273,-0.026215407681372694
-0.228643216080402,-0.02178942310705472
-0.22361809045226128,-0.021638931491544628
-0.2185929648241206,-0.01695986750866039
-0.21356783919597988,-0.01708688573612478
-0.2085427135678392,-0.01477710209678628
-0.20351758793969849,-0.014052002994686863
-0.19849246231155776,-0.013052329728227808
-0.1934673366834171,-0.010850776277643328
-0.18844221105527637,-0.01074633545899128
-0.1834170854271357,-0.009574617650199721
-0.17839195979899497,-0.008577386101067036
-0.17336683417085424,-0.007864563966548034
-0.16834170854271358,-0.007094254349200504
-0.16331658291457285,-0.0063625060320779215
-0.15829145728643218,-0.005791292064078929
-0.15326633165829145,-0.005097950345765257
-0.14824120603015073,-0.004783894960194066
-0.14321608040201006,-0.004410067649753266
-0.13819095477386933,-0.003852106542309883
