voltage,current
-0.5,-1.6736803114002792
-0.4949748743718593,-1.5283791940387452
-0.4899497487437186,-1.3973947019256951
-0.4849246231155779,-1.2465206195750569
-0.4798994974874372,-1.0987866925264311
-0.4748743718592965,-1.0392346779907182
-0.46984924623115576,-0.9236786087277342
-0.4648241206030151,-0.8086320865743977
-0.45979899497487436,-0.753371935541346
-0.4547738693467337,-0.6778218088880102
-0.44974874371859297,-0.618422319500637
-0.44472361809045224,-0.5741350904907611
-0.4396984924623116,-0.53551005945098
-0.43467336683417085,-0.46137970593664696
-0.4296482412060302,-0.41116346432816486
-0.42462311557788945,-0.3859937307559902
-0.41959798994974873,-0.3401837251799744
-0.41457286432160806,-0.3109443165205438
-0.40954773869346733,-0.2860957550939848
-0.40452261306532666,-0.2624279936691715
-0.39949748743718594,-0.23550430921202956
-0.3944723618090452,-0.21097895109670345
-0.3894472361809045,-0.1938548513851672
-0.3844221105527638,-0.17903363376210535
-0.37939698492462315,-0.15724378802897046
-0.3743718592964824,-0.14754286170369302
-0.3693467336683417,-0.13198304846581246
-0.364321608040201,-0.1192056544337867
-0.3592964824120603,-0.10938178143809207
-0.35427135678391963,-0.09651044061582968
-0.3492462311557789,-0.08991517922246482
-0.3442211055276382,-0.08014839708363439
-0.33919597989949746,-0.07204187965775037
-0.3341708542713568,-0.0661879825236001
-0.3291457286432161,-0.05763817944912165
-0.3241206030150754,-0.054383216771012925
-0.31909547738693467,-0.04925314590609333
-0.31407035175879394,-0.04547291661091279
-0.30904522613065327,-0.040542195287657665
-0.30402010050251255,-0.03727616458727698
-0.2989949748743719,-0.03232714075507174
-0.29396984924623115,-0.029288265235633056
-0.2889447236180904,-0.027649650305347266
-0.28391959798994976,-0.024729740311242737
-0.27889447236180903,-0.022593100812181334
-0.27386934673366836,-0.02010906744278077
-0.26884422110552764,-0.01882555161018804
-0.2638190954773869,-0.016908949206241832
-0.25879396984924624,-0.015427436911186513
-0.2537688442211055,-0.01377625115791603
-0.24874371859296485,-0.012754236008212568
-0.24371859296482412,-0.011096872175850352
-0.2386934673366834,-0.010347539740505661
-0.23366834170854273,-0.009518986924442948
-0.228643216080402,-0.008379492289464162
-0.22361809045226128,-0.007527796315068753
-0.2185929648241206,-0.006875256297939738
-0.21356783919597988,-0.006316430197496985
-0.2085427135678392,-0.005672658735608719
-0.20351758793969849,-0.005065198325756014
-0.19849246231155776,-0.0046583591472068074
-0.1934673366834171,-0.0042326353656753956
-0.18844221105527637,-0.003949159670750036
-0.1834170854271357,-0.0034822048178294305
-0.17839195979899497,-0.0031225623374203553
-0.17336683417085424,-0.0029625950620069167
-0.16834170854271358,-0.0026582230104438723
-0.16331658291457285,-0.0023274278679860905
-0.15829145728643218,-0.0021987416397084873
-0.15326633165829145,-0.0019165640049224474
-0.14824120603015073,-0.0017835766018052112
-0.14321608040201006,-0.0015559245936315176
-0.13819095477386933,-0.0014626272959811018
-0.13316582914572866,-0.0012548979617133685
-0.12814070351758794,-0.0012303402565079446
-0.12311557788944721,-0.0010868513488076661
-0.11809045226130654,-0.000968337234804277
-0.11306532663316582,-0.0009212140225996721
-0.1080402010050251,-0.0007967468146097816
-0.10301507537688442,-0.0007162103316419174
-0.0979899497487437,-0.0006644255956394442
-0.09296482412060303,-0.0006012562424126123
-0.0879396984924623,-0.0005220665523588643
-0.08291457286432158,-0.000514097702033294
-0.07788944723618091,-0.0004387198010293618
-0.07286432160804018,-0.0004044557520549689
-0.06783919597989951,-0.00037073153400723867
