Concentration_mM,Scan_Rate_mVs,Device,Feature,Mean_Value,Std_Value,CV_Percent,N_Replicates,Precision_Category
0.5,100,Palmsens,ox_voltage,0.09177133984000001,0.011076120493915967,12.069258782999986,50,Poor
0.5,100,Palmsens,ox_current,-15.905842239999997,1.4276117548366207,8.975392395420998,50,Acceptable
0.5,100,Palmsens,red_voltage,0.1784384,0.009905351132656755,5.551132005586664,50,Acceptable
0.5,100,Palmsens,red_current,15.99811418,1.6275219753907293,10.173211399037092,50,Poor
0.5,100,Palmsens,peak_separation,0.08666706015999999,0.004788898415756069,5.525626930133624,50,Acceptable
0.5,100,STM32,ox_voltage,0.0784333333333333,0.008346931434234746,10.642071526861134,30,Poor
0.5,100,STM32,ox_current,-15.045083333333334,9.898905270649824,65.79495142255658,30,Poor
0.5,100,STM32,red_voltage,0.1746666666666667,0.004650794024408236,2.6626683345848674,30,Good
0.5,100,STM32,red_current,14.087706666666667,9.187254261613761,65.21469021889837,30,Poor
0.5,100,STM32,peak_separation,0.0962333333333333,0.0096133288695448,9.989603951726501,30,Acceptable
1.0,20,STM32,ox_voltage,0.06933,0.003257145989973432,4.698032583258953,10,Good
1.0,20,STM32,ox_current,-1.18622,0.01237432826459679,1.0431731267890263,10,Excellent
1.0,20,STM32,red_voltage,0.16231999999999996,0.005060698239044346,3.117729324201791,10,Good
1.0,20,STM32,red_current,0.989663,0.020307616004292026,2.0519728437146814,10,Good
1.0,20,STM32,peak_separation,0.09298999999999995,0.004770848981051448,5.130496807238897,10,Acceptable
1.0,50,STM32,ox_voltage,0.07757,0.0032571459899734313,4.1989763954794785,10,Good
1.0,50,STM32,ox_current,-2.00575,0.018734830900995314,0.9340561336654775,10,Excellent
1.0,50,STM32,red_voltage,0.16819999999999996,2.925694557147251e-17,1.7394141243443827e-14,10,Excellent
1.0,50,STM32,red_current,1.8627399999999998,0.014845440751662135,0.796967947843614,10,Excellent
1.0,50,STM32,peak_separation,0.0906299999999999,0.0032571459899734313,3.593893843069,10,Good
1.0,100,Palmsens,ox_voltage,0.0923718048,0.009905132399383428,10.72311234020993,50,Poor
1.0,100,Palmsens,ox_current,-33.35353252,3.987998063087975,11.956748691301664,50,Poor
1.0,100,Palmsens,red_voltage,0.18944699999999998,0.011482021332394003,6.060809267179741,50,Acceptable
1.0,100,Palmsens,red_current,32.4058244,4.769321966730778,14.71748383210636,50,Poor
1.0,100,Palmsens,peak_separation,0.0970751952,0.00463292228802367,4.77250885612813,50,Good
1.0,100,STM32,ox_voltage,0.0786,0.0,0.0,10,Excellent
1.0,100,STM32,ox_current,-3.2232399999999997,0.08583433915268285,2.6629831831536857,10,Good
1.0,100,STM32,red_voltage,0.16916999999999996,0.0030674093303633323,1.813211166497212,10,Excellent
1.0,100,STM32,red_current,3.2844300000000004,0.09349724951391167,2.846681144488135,10,Good
1.0,100,STM32,peak_separation,0.0905699999999999,0.0030674093303633583,3.3867829638548765,10,Good
1.0,200,STM32,ox_voltage,0.0683,1.4628472785736255e-17,2.1417968939584562e-14,10,Excellent
1.0,200,STM32,ox_current,-5.24233,0.08718567734056608,1.6631092918714785,10,Excellent
1.0,200,STM32,red_voltage,0.1779,2.925694557147251e-17,1.6445725447707987e-14,10,Excellent
1.0,200,STM32,red_current,5.255809999999999,0.13465943421172621,2.56210620649769,10,Good
1.0,200,STM32,peak_separation,0.1096,0.0,0.0,10,Excellent
1.0,400,STM32,ox_voltage,0.05850000000000001,7.314236392868128e-18,1.250296819293697e-14,10,Excellent
1.0,400,STM32,ox_current,-8.452860000000001,0.13487093583620305,1.5955657119152928,10,Excellent
1.0,400,STM32,red_voltage,0.18918,0.003099032106965013,1.6381393947378229,10,Excellent
1.0,400,STM32,red_current,8.420610000000002,0.060268850439786144,0.715730219542125,10,Excellent
1.0,400,STM32,peak_separation,0.13068,0.003099032106965013,2.3714662587733493,10,Good
5.0,20,STM32,ox_voltage,0.07036,0.004342861319964576,6.172344115924638,10,Acceptable
5.0,20,STM32,ox_current,-6.034179999999999,0.0811495300184927,1.3448311124045473,10,Excellent
5.0,20,STM32,red_voltage,0.18407999999999997,0.00531889712879152,2.8894486792652767,10,Good
5.0,20,STM32,red_current,5.101319999999999,0.17083838886828417,3.3489055551952083,10,Good
5.0,20,STM32,peak_separation,0.11372,0.00531889712879152,4.677187063657686,10,Good
5.0,50,STM32,ox_voltage,0.05850000000000001,7.314236392868128e-18,1.250296819293697e-14,10,Excellent
5.0,50,STM32,ox_current,-9.858130000000001,0.06499124812875454,0.6592654806616928,10,Excellent
5.0,50,STM32,red_voltage,0.20623999999999998,0.004342861319964576,2.1057318269804965,10,Good
5.0,50,STM32,red_current,9.25441,0.0358842103933687,0.3877525460117792,10,Excellent
5.0,50,STM32,peak_separation,0.14773999999999998,0.004342861319964564,2.939529795562857,10,Good
5.0,100,Palmsens,ox_voltage,0.04353383852000001,0.013926020173372597,31.98895536623724,50,Poor
5.0,100,Palmsens,ox_current,-126.51452864,9.433620108311143,7.456550808606911,50,Acceptable
5.0,100,Palmsens,red_voltage,0.23368086000000005,0.012205024958815367,5.2229459266862355,50,Acceptable
5.0,100,Palmsens,red_current,118.76561631999999,10.203514058365766,8.591303084618024,50,Acceptable
5.0,100,Palmsens,peak_separation,0.19014702148,0.014438930201087944,7.593561071166531,50,Acceptable
5.0,100,STM32,ox_voltage,0.04820000000000001,7.314236392868128e-18,1.517476430055628e-14,10,Excellent
5.0,100,STM32,ox_current,-147.987,1.881695748225225,1.2715277343450606,10,Excellent
5.0,100,STM32,red_voltage,0.22780000000000006,5.851389114294502e-17,2.5686519377938985e-14,10,Excellent
5.0,100,STM32,red_current,141.31,0.5859654900722028,0.414666683229922,10,Excellent
5.0,100,STM32,peak_separation,0.1796,0.0,0.0,10,Excellent
5.0,200,STM32,ox_voltage,0.028699999999999996,3.657118196434064e-18,1.2742572113010677e-14,10,Excellent
5.0,200,STM32,ox_current,-211.019,1.5359864727413597,0.7278901296761712,10,Excellent
5.0,200,STM32,red_voltage,0.2479,0.0,0.0,10,Excellent
5.0,200,STM32,red_current,206.754,0.5187206484333503,0.25088784179911894,10,Excellent
5.0,200,STM32,peak_separation,0.2192,0.0,0.0,10,Excellent
5.0,400,STM32,ox_voltage,-0.00942,0.004385025022100151,46.55015947027762,10,Poor
5.0,400,STM32,ox_current,-300.131,3.9784822622591896,1.3255819166494598,10,Excellent
5.0,400,STM32,red_voltage,0.27883,0.0032571459899734417,1.1681476132315178,10,Excellent
5.0,400,STM32,red_current,295.428,1.2235994261013612,0.4141785565692355,10,Excellent
5.0,400,STM32,peak_separation,0.28825,0.003285405437520449,1.139776387691396,10,Excellent
10.0,20,STM32,ox_voltage,0.04134,0.004733849737088551,11.451015329193398,10,Poor
10.0,20,STM32,ox_current,-127.71100000000001,1.5824906529476521,1.2391185198985615,10,Excellent
10.0,20,STM32,red_voltage,0.198,2.925694557147251e-17,1.4776235137107326e-14,10,Excellent
10.0,20,STM32,red_current,105.643,2.403146317272882,2.274780456133281,10,Good
10.0,20,STM32,peak_separation,0.15665999999999997,0.004733849737088551,3.021734799622464,10,Good
10.0,50,STM32,ox_voltage,0.0086,1.828559098217032e-18,2.1262315095546882e-14,10,Excellent
10.0,50,STM32,ox_current,-203.984,3.7381165786470008,1.8325538172832185,10,Excellent
10.0,50,STM32,red_voltage,0.22197999999999998,0.005009058461094933,2.256535931658228,10,Good
10.0,50,STM32,red_current,186.58499999999998,2.172439744721227,1.1643163945232615,10,Excellent
10.0,50,STM32,peak_separation,0.21338,0.005009058461094933,2.347482641810354,10,Good
10.0,100,Palmsens,ox_voltage,-0.013310346880000004,0.020595372573862902,154.73204988225592,50,Poor
10.0,100,Palmsens,ox_current,-247.48416000000006,16.77235434943041,6.77714256517686,50,Acceptable
10.0,100,Palmsens,red_voltage,0.2805174,0.012787274168213528,4.5584602481748115,50,Good
10.0,100,Palmsens,red_current,236.48775999999998,18.773862955389735,7.9386192991086455,50,Acceptable
10.0,100,Palmsens,peak_separation,0.2938277468800001,0.026497978032458406,9.01820141692753,50,Acceptable
10.0,100,STM32,ox_voltage,-0.0212,0.0,0.0,10,Excellent
10.0,100,STM32,ox_current,-290.81100000000004,1.7906699553208858,0.6157504204864622,10,Excellent
10.0,100,STM32,red_voltage,0.25476,0.004733849737088537,1.8581605185619945,10,Excellent
10.0,100,STM32,red_current,275.61400000000003,0.942917458388238,0.3421152257825212,10,Excellent
10.0,100,STM32,peak_separation,0.27596000000000004,0.004733849737088537,1.7154115585912943,10,Excellent
10.0,200,STM32,ox_voltage,-0.06037,0.0032571459899734313,5.395305598763345,10,Acceptable
10.0,200,STM32,ox_current,-397.72400000000005,6.976057785183713,1.7539946760023815,10,Excellent
10.0,200,STM32,red_voltage,0.29006000000000004,0.004132042809286673,1.4245476140407751,10,Excellent
10.0,200,STM32,red_current,387.246,3.3372383792591123,0.8617876954853279,10,Excellent
10.0,200,STM32,peak_separation,0.35042999999999996,0.0031205590667200884,0.8904942689610161,10,Excellent
20.0,20,STM32,ox_voltage,-0.03367777777777778,0.0066292491614393595,19.68434261067444,9,Poor
20.0,20,STM32,ox_current,-210.29622222222224,78.00595957005109,37.093371790398294,9,Poor
20.0,20,STM32,red_voltage,0.19037777777777776,0.004321393808072165,2.269904533246731,9,Good
20.0,20,STM32,red_current,176.7829,65.79655527031792,37.21884598019261,9,Poor
20.0,20,STM32,peak_separation,0.22405555555555556,0.005192328743230519,2.3174291440156045,9,Good
20.0,50,STM32,ox_voltage,-0.0913,0.0,0.0,4,Excellent
20.0,50,STM32,ox_current,-362.89250000000004,1.6544762514665128,0.4559135974059846,4,Excellent
20.0,50,STM32,red_voltage,0.22052499999999997,0.004850000000000007,2.1992971318444656,4,Good
20.0,50,STM32,red_current,326.985,0.30956959368344517,0.09467394335625338,4,Excellent
20.0,50,STM32,peak_separation,0.311825,0.004849999999999993,1.5553595766856387,4,Excellent
20.0,100,Palmsens,ox_voltage,-0.08976978000000002,0.010267765632430764,11.437886594387066,20,Poor
20.0,100,Palmsens,ox_current,-488.70325,3.572070118882122,0.7309282512203719,20,Excellent
20.0,100,Palmsens,red_voltage,0.3440669499999999,0.03455741261859899,10.043804735851262,20,Poor
20.0,100,Palmsens,red_current,464.67215000000004,14.577995271442868,3.137264686821206,20,Good
20.0,100,Palmsens,peak_separation,0.43383673,0.0243574051269813,5.614417462297694,20,Acceptable
