Sample_ID,Device,Concentration_mM,Absolute_Error_mM,Relative_Error_Percent,Scan_Rate_mVs
1,Palmsens,0.5,0.4754836663416082,95.09673326832164,100
2,Palmsens,0.5,0.47493905793175983,94.98781158635197,100
3,Palmsens,0.5,0.47429086542674703,94.8581730853494,100
4,Palmsens,0.5,0.4737363754743793,94.74727509487586,100
5,Palmsens,0.5,0.4733175688841218,94.66351377682436,100
6,Palmsens,0.5,0.47302296771769115,94.60459354353823,100
7,Palmsens,0.5,0.47268606956717196,94.53721391343439,100
8,Palmsens,0.5,0.4724278148763279,94.48556297526558,100
9,Palmsens,0.5,0.47234547081898715,94.46909416379742,100
10,Palmsens,0.5,0.47206887088927907,94.41377417785581,100
11,Palmsens,0.5,0.49358678324789995,98.71735664957998,100
12,Palmsens,0.5,0.49390438520251845,98.7808770405037,100
13,Palmsens,0.5,0.4941621932080942,98.83243864161884,100
14,Palmsens,0.5,0.49441321372527636,98.88264274505528,100
15,Palmsens,0.5,0.4946601549477645,98.9320309895529,100
16,Palmsens,0.5,0.49485070191221947,98.9701403824439,100
17,Palmsens,0.5,0.49499121636124777,98.99824327224955,100
18,Palmsens,0.5,0.495102606684406,99.02052133688119,100
19,Palmsens,0.5,0.4952270445664002,99.04540891328004,100
20,Palmsens,0.5,0.49525616720038457,99.05123344007691,100
21,Palmsens,0.5,0.17741148318044964,35.48229663608993,100
22,Palmsens,0.5,0.17794843213109424,35.58968642621885,100
23,Palmsens,0.5,0.1782228488726707,35.64456977453414,100
24,Palmsens,0.5,0.17862291350165016,35.72458270033003,100
25,Palmsens,0.5,0.178864147762142,35.7728295524284,100
26,Palmsens,0.5,0.17904639185048232,35.809278370096465,100
27,Palmsens,0.5,0.17911433547905808,35.82286709581162,100
28,Palmsens,0.5,0.17930801443086963,35.86160288617393,100
29,Palmsens,0.5,0.17936128581707855,35.87225716341571,100
30,Palmsens,0.5,0.1794229514195056,35.88459028390112,100
31,Palmsens,0.5,0.49073333995582935,98.14666799116587,100
32,Palmsens,0.5,0.49113034896561913,98.22606979312383,100
33,Palmsens,0.5,0.49141879304076586,98.28375860815316,100
34,Palmsens,0.5,0.49171577022270174,98.34315404454034,100
35,Palmsens,0.5,0.49186479488690615,98.37295897738123,100
36,Palmsens,0.5,0.4920261222057629,98.40522444115258,100
37,Palmsens,0.5,0.4920429402329596,98.40858804659192,100
38,Palmsens,0.5,0.4920738764735795,98.4147752947159,100
39,Palmsens,0.5,0.492046368947344,98.4092737894688,100
40,Palmsens,0.5,0.49208637241585507,98.41727448317101,100
41,Palmsens,0.5,0.48692024375132625,97.38404875026525,100
42,Palmsens,0.5,0.48661342587418943,97.32268517483789,100
43,Palmsens,0.5,0.8142236452001512,162.84472904003024,100
44,Palmsens,0.5,0.8141685353635584,162.83370707271166,100
45,Palmsens,0.5,0.8140796734736133,162.81593469472267,100
46,Palmsens,0.5,0.8139013062768115,162.7802612553623,100
47,Palmsens,0.5,0.8136774330047922,162.73548660095844,100
48,Palmsens,0.5,0.8134072982570952,162.68145965141906,100
49,Palmsens,0.5,0.8131448219369641,162.62896438739284,100
50,Palmsens,0.5,0.4851784057825208,97.03568115650415,100
81,Palmsens,1.0,1.0132014441125392,101.32014441125392,100
